"Name","SamAccountName","Enabled","DistinguishedName"
"DENISE_MIDDLETON","DENISE_MIDDLETON","True","CN=DENISE_MIDDLETON,OU=.SecFrame.com,DC=corp,DC=lab"
"CARISSA_SHARPE","CARISSA_SHARPE","True","CN=CARISSA_SHARPE,OU=ITS,OU=People,DC=corp,DC=lab"
"WILLIAMS_STANLEY","WILLIAMS_STANLEY","True","CN=WILLIAMS_STANLEY,OU=ServiceAccounts,OU=FIN,OU=Tier 2,DC=corp,DC=lab"
"MIGUEL_MCKENZIE","MIGUEL_MCKENZIE","True","CN=MIGUEL_MCKENZIE,OU=TST,OU=People,DC=corp,DC=lab"
"DEVIN_PRATT","DEVIN_PRATT","True","CN=DEVIN_PRATT,OU=Groups,OU=BDE,OU=Tier 1,DC=corp,DC=lab"
"MARGRET_ALLISON","MARGRET_ALLISON","True","CN=MARGRET_ALLISON,OU=ServiceAccounts,OU=FIN,OU=Stage,DC=corp,DC=lab"
"HARRY_MCCLAIN","HARRY_MCCLAIN","True","CN=HARRY_MCCLAIN,OU=ITS,OU=Tier 2,DC=corp,DC=lab"
"PERRY_ALSTON","PERRY_ALSTON","True","CN=PERRY_ALSTON,OU=Devices,OU=BDE,OU=Tier 2,DC=corp,DC=lab"
"CATHY_GLENN","CATHY_GLENN","True","CN=CATHY_GLENN,OU=ServiceAccounts,OU=ITS,OU=Stage,DC=corp,DC=lab"
"RICKIE_WILLIS","RICKIE_WILLIS","True","CN=RICKIE_WILLIS,OU=Devices,OU=FIN,OU=Tier 1,DC=corp,DC=lab"
"ANDY_TRAVIS","ANDY_TRAVIS","True","CN=ANDY_TRAVIS,OU=Devices,OU=AZR,OU=Tier 2,DC=corp,DC=lab"
"9633105888SA","9633105888SA","True","CN=9633105888SA,OU=Devices,OU=OGC,OU=Tier 2,DC=corp,DC=lab"
"DUANE_SLATER","DUANE_SLATER","True","CN=DUANE_SLATER,OU=T2-Roles,OU=Tier 2,OU=Admin,DC=corp,DC=lab"
"MARYANN_TORRES","MARYANN_TORRES","True","CN=MARYANN_TORRES,OU=ServiceAccounts,OU=TST,OU=Tier 2,DC=corp,DC=lab"
"ESTELLE_DUNN","ESTELLE_DUNN","True","CN=ESTELLE_DUNN,OU=ITS,OU=Tier 1,DC=corp,DC=lab"
"CATHLEEN_FRAZIER","CATHLEEN_FRAZIER","True","CN=CATHLEEN_FRAZIER,OU=TST,OU=Tier 1,DC=corp,DC=lab"
"MARYANNE_MCMILLAN","MARYANNE_MCMILLAN","True","CN=MARYANNE_MCMILLAN,OU=ServiceAccounts,OU=ITS,OU=Stage,DC=corp,DC=lab"
"MAUREEN_JENSEN","MAUREEN_JENSEN","True","CN=MAUREEN_JENSEN,OU=Devices,OU=OGC,OU=Stage,DC=corp,DC=lab"
"ANDREW_ELLISON","ANDREW_ELLISON","True","CN=ANDREW_ELLISON,OU=FIN,OU=Stage,DC=corp,DC=lab"
"MANUELA_PARK","MANUELA_PARK","True","CN=MANUELA_PARK,OU=BDE,OU=People,DC=corp,DC=lab"
"AMIE_CONNER","AMIE_CONNER","True","CN=AMIE_CONNER,OU=Test,OU=FIN,OU=Tier 1,DC=corp,DC=lab"
"EVANGELINE_MCINTYRE","EVANGELINE_MCINTYRE","True","CN=EVANGELINE_MCINTYRE,OU=T0-Roles,OU=Tier 0,OU=Admin,DC=corp,DC=lab"
"MARGARET_SHARP","MARGARET_SHARP","True","CN=MARGARET_SHARP,OU=OGC,OU=Tier 1,DC=corp,DC=lab"
"HATTIE_JOYNER","HATTIE_JOYNER","True","CN=HATTIE_JOYNER,OU=Test,OU=HRE,OU=Stage,DC=corp,DC=lab"
"COLBY_BYRD","COLBY_BYRD","True","CN=COLBY_BYRD,OU=Groups,OU=HRE,OU=Tier 1,DC=corp,DC=lab"
"TOM_GIBBS","TOM_GIBBS","True","CN=TOM_GIBBS,OU=HRE,OU=Tier 1,DC=corp,DC=lab"
"CASSANDRA_FARMER","CASSANDRA_FARMER","True","CN=CASSANDRA_FARMER,OU=SEC,OU=Tier 1,DC=corp,DC=lab"
"MARI_NICHOLS","MARI_NICHOLS","True","CN=MARI_NICHOLS,OU=Test,OU=FIN,OU=Stage,DC=corp,DC=lab"
"ROSLYN_GILBERT","ROSLYN_GILBERT","True","CN=ROSLYN_GILBERT,OU=Devices,OU=SEC,OU=Stage,DC=corp,DC=lab"
"BRIDGETTE_PECK","BRIDGETTE_PECK","True","CN=BRIDGETTE_PECK,OU=ServiceAccounts,OU=BDE,OU=Stage,DC=corp,DC=lab"
"JIMMIE_JOSEPH","JIMMIE_JOSEPH","True","CN=JIMMIE_JOSEPH,OU=ServiceAccounts,OU=SEC,OU=Stage,DC=corp,DC=lab"
"EDMOND_MOSES","EDMOND_MOSES","True","CN=EDMOND_MOSES,OU=Groups,OU=AZR,OU=Tier 2,DC=corp,DC=lab"
"ROSALINDA_HYDE","ROSALINDA_HYDE","True","CN=ROSALINDA_HYDE,OU=GOO,OU=People,DC=corp,DC=lab"
"DOLLIE_HOOVER","DOLLIE_HOOVER","True","CN=DOLLIE_HOOVER,OU=Devices,OU=AZR,OU=Tier 2,DC=corp,DC=lab"
"ROSARIO_EMERSON","ROSARIO_EMERSON","True","CN=ROSARIO_EMERSON,OU=OGC,OU=Tier 2,DC=corp,DC=lab"
"MADELINE_AUSTIN","MADELINE_AUSTIN","True","CN=MADELINE_AUSTIN,OU=AZR,OU=People,DC=corp,DC=lab"
"KENDALL_CASE","KENDALL_CASE","True","CN=KENDALL_CASE,OU=Devices,OU=HRE,OU=Stage,DC=corp,DC=lab"
"ERVIN_LANDRY","ERVIN_LANDRY","True","CN=ERVIN_LANDRY,OU=Stage,DC=corp,DC=lab"
"BRENTON_BATTLE","BRENTON_BATTLE","True","CN=BRENTON_BATTLE,OU=Devices,OU=FIN,OU=Stage,DC=corp,DC=lab"
"MATHEW_TERRY","MATHEW_TERRY","True","CN=MATHEW_TERRY,OU=Devices,OU=OGC,OU=Stage,DC=corp,DC=lab"
"SEBASTIAN_HARRINGTON","SEBASTIAN_HARRINGTON","True","CN=SEBASTIAN_HARRINGTON,OU=ServiceAccounts,OU=TST,OU=Tier 1,DC=corp,DC=lab"
"9029132116SA","9029132116SA","True","CN=9029132116SA,OU=ServiceAccounts,OU=SEC,OU=Stage,DC=corp,DC=lab"
"GRETCHEN_ODOM","GRETCHEN_ODOM","True","CN=GRETCHEN_ODOM,OU=Groups,OU=BDE,OU=Stage,DC=corp,DC=lab"
"DONN_FLOYD","DONN_FLOYD","True","CN=DONN_FLOYD,OU=HRE,OU=Tier 2,DC=corp,DC=lab"
"RON_SANDOVAL","RON_SANDOVAL","True","CN=RON_SANDOVAL,OU=T2-Servers,OU=Tier 2,OU=Admin,DC=corp,DC=lab"
"OPHELIA_MULLEN","OPHELIA_MULLEN","True","CN=OPHELIA_MULLEN,OU=IT,DC=corp,DC=lab"
"PHIL_MCCALL","PHIL_MCCALL","True","CN=PHIL_MCCALL,OU=Test,OU=ESM,OU=Tier 2,DC=corp,DC=lab"
"GLADYS_DURHAM","GLADYS_DURHAM","True","CN=GLADYS_DURHAM,OU=ESM,OU=Tier 2,DC=corp,DC=lab"
"DANTE_MCGOWAN","DANTE_MCGOWAN","True","CN=DANTE_MCGOWAN,OU=ServiceAccounts,OU=FSR,OU=Tier 1,DC=corp,DC=lab"
"OPHELIA_FORD","OPHELIA_FORD","True","CN=OPHELIA_FORD,OU=SEC,OU=Stage,DC=corp,DC=lab"
"ROSALIND_MURPHY","ROSALIND_MURPHY","True","CN=ROSALIND_MURPHY,OU=Groups,OU=SEC,OU=Stage,DC=corp,DC=lab"
"EMMETT_COLLINS","EMMETT_COLLINS","True","CN=EMMETT_COLLINS,OU=Groups,OU=TST,OU=Stage,DC=corp,DC=lab"
"BRYON_NORMAN","BRYON_NORMAN","True","CN=BRYON_NORMAN,OU=ServiceAccounts,OU=FSR,OU=Tier 1,DC=corp,DC=lab"
"DILLON_LUCAS","DILLON_LUCAS","True","CN=DILLON_LUCAS,OU=Groups,OU=FIN,OU=Tier 1,DC=corp,DC=lab"
"LORENZO_ROY","LORENZO_ROY","True","CN=LORENZO_ROY,OU=Groups,OU=ITS,OU=Tier 2,DC=corp,DC=lab"
"MARISA_DOTSON","MARISA_DOTSON","True","CN=MARISA_DOTSON,OU=ServiceAccounts,OU=GOO,OU=Tier 1,DC=corp,DC=lab"
"RANDALL_ROWE","RANDALL_ROWE","True","CN=RANDALL_ROWE,OU=ESM,OU=Tier 1,DC=corp,DC=lab"
"JAYSON_LINDSEY","JAYSON_LINDSEY","True","CN=JAYSON_LINDSEY,OU=ServiceAccounts,OU=AZR,OU=Tier 1,DC=corp,DC=lab"
"ALANA_FERNANDEZ","ALANA_FERNANDEZ","True","CN=ALANA_FERNANDEZ,OU=Test,OU=HRE,OU=Tier 1,DC=corp,DC=lab"
"NEVA_LOGAN","NEVA_LOGAN","True","CN=NEVA_LOGAN,OU=T1-Servers,OU=Tier 1,OU=Admin,DC=corp,DC=lab"
"RODOLFO_GUERRERO","RODOLFO_GUERRERO","True","CN=RODOLFO_GUERRERO,OU=T1-Servers,OU=Tier 1,OU=Admin,DC=corp,DC=lab"
"LEONOR_GRIMES","LEONOR_GRIMES","True","CN=LEONOR_GRIMES,OU=ITS,OU=People,DC=corp,DC=lab"
"DARIN_CHAN","DARIN_CHAN","True","CN=DARIN_CHAN,OU=Devices,OU=FSR,OU=Stage,DC=corp,DC=lab"
"ALLEN_DYER","ALLEN_DYER","True","CN=ALLEN_DYER,OU=Devices,OU=AZR,OU=Stage,DC=corp,DC=lab"
"KARA_SHEPHERD","KARA_SHEPHERD","True","CN=KARA_SHEPHERD,OU=Deprovisioned,OU=People,DC=corp,DC=lab"
"WILL_MAYER","WILL_MAYER","True","CN=WILL_MAYER,OU=ServiceAccounts,OU=HRE,OU=Stage,DC=corp,DC=lab"
"SEYMOUR_ELLIOTT","SEYMOUR_ELLIOTT","True","CN=SEYMOUR_ELLIOTT,OU=Devices,OU=GOO,OU=Tier 2,DC=corp,DC=lab"
"JEAN_STAFFORD","JEAN_STAFFORD","True","CN=JEAN_STAFFORD,OU=Devices,OU=AWS,OU=Stage,DC=corp,DC=lab"
"ALEC_ROY","ALEC_ROY","True","CN=ALEC_ROY,OU=Devices,OU=ESM,OU=Tier 2,DC=corp,DC=lab"
"FREDA_MOSES","FREDA_MOSES","True","CN=FREDA_MOSES,OU=Test,OU=HRE,OU=Tier 2,DC=corp,DC=lab"
"FERNANDO_NICHOLS","FERNANDO_NICHOLS","True","CN=FERNANDO_NICHOLS,OU=ServiceAccounts,OU=SEC,OU=Tier 2,DC=corp,DC=lab"
"JEWEL_MCLAUGHLIN","JEWEL_MCLAUGHLIN","True","CN=JEWEL_MCLAUGHLIN,OU=GOO,OU=Tier 2,DC=corp,DC=lab"
"VAUGHN_REED","VAUGHN_REED","True","CN=VAUGHN_REED,OU=TST,OU=Stage,DC=corp,DC=lab"
"MARCIE_FRANCIS","MARCIE_FRANCIS","True","CN=MARCIE_FRANCIS,OU=Devices,OU=FIN,OU=Stage,DC=corp,DC=lab"
"HERSCHEL_FRANKLIN","HERSCHEL_FRANKLIN","True","CN=HERSCHEL_FRANKLIN,OU=OGC,OU=People,DC=corp,DC=lab"
"DARLA_RICHARDSON","DARLA_RICHARDSON","True","CN=DARLA_RICHARDSON,OU=Test,OU=AZR,OU=Stage,DC=corp,DC=lab"
"HEIDI_COTE","HEIDI_COTE","True","CN=HEIDI_COTE,OU=ServiceAccounts,OU=ITS,OU=Stage,DC=corp,DC=lab"
"KENNETH_OBRIEN","KENNETH_OBRIEN","True","CN=KENNETH_OBRIEN,OU=Devices,OU=AWS,OU=Tier 1,DC=corp,DC=lab"
"LUTHER_BOOTH","LUTHER_BOOTH","True","CN=LUTHER_BOOTH,OU=Groups,OU=GOO,OU=Stage,DC=corp,DC=lab"
"NED_KEITH","NED_KEITH","True","CN=NED_KEITH,OU=Groups,OU=AZR,OU=Tier 2,DC=corp,DC=lab"
"PATRICE_WISE","PATRICE_WISE","True","CN=PATRICE_WISE,OU=FSR,OU=People,DC=corp,DC=lab"
"VALENTIN_WOODARD","VALENTIN_WOODARD","True","CN=VALENTIN_WOODARD,OU=Test,OU=OGC,OU=Tier 1,DC=corp,DC=lab"
"RAMON_MERCADO","RAMON_MERCADO","True","CN=RAMON_MERCADO,OU=Finance,DC=corp,DC=lab"
"ANTONIA_BRAY","ANTONIA_BRAY","True","CN=ANTONIA_BRAY,OU=Groups,OU=ESM,OU=Stage,DC=corp,DC=lab"
"BOBBIE_TERRY","BOBBIE_TERRY","True","CN=BOBBIE_TERRY,OU=T0-Roles,OU=Tier 0,OU=Admin,DC=corp,DC=lab"
"AURELIO_FAULKNER","AURELIO_FAULKNER","True","CN=AURELIO_FAULKNER,OU=SEC,OU=Tier 2,DC=corp,DC=lab"
"LEVI_BUCKNER","LEVI_BUCKNER","True","CN=LEVI_BUCKNER,OU=Devices,OU=SEC,OU=Tier 1,DC=corp,DC=lab"
"RICKIE_HIGGINS","RICKIE_HIGGINS","True","CN=RICKIE_HIGGINS,OU=ServiceAccounts,DC=corp,DC=lab"
"ALFRED_LYONS","ALFRED_LYONS","True","CN=ALFRED_LYONS,OU=Test,OU=AZR,OU=Tier 2,DC=corp,DC=lab"
"IAN_RIDDLE","IAN_RIDDLE","True","CN=IAN_RIDDLE,OU=Groups,OU=AWS,OU=Stage,DC=corp,DC=lab"
"CORINA_ROSARIO","CORINA_ROSARIO","True","CN=CORINA_ROSARIO,OU=BDE,OU=Tier 1,DC=corp,DC=lab"
"SERENA_BUTLER","SERENA_BUTLER","True","CN=SERENA_BUTLER,OU=BDE,OU=Tier 2,DC=corp,DC=lab"
"ALTHEA_HARDY","ALTHEA_HARDY","True","CN=ALTHEA_HARDY,OU=OGC,OU=Tier 2,DC=corp,DC=lab"
"EFFIE_HINES","EFFIE_HINES","True","CN=EFFIE_HINES,OU=ServiceAccounts,OU=AWS,OU=Tier 1,DC=corp,DC=lab"
"SHELBY_LANE","SHELBY_LANE","True","CN=SHELBY_LANE,OU=AWS,OU=People,DC=corp,DC=lab"
"WENDY_WEBB","WENDY_WEBB","True","CN=WENDY_WEBB,OU=Groups,OU=ITS,OU=Stage,DC=corp,DC=lab"
"KIP_VALDEZ","KIP_VALDEZ","True","CN=KIP_VALDEZ,OU=Devices,OU=BDE,OU=Stage,DC=corp,DC=lab"
"DEAN_DELGADO","DEAN_DELGADO","True","CN=DEAN_DELGADO,OU=Devices,OU=SEC,OU=Tier 2,DC=corp,DC=lab"
"KELLEY_FUENTES","KELLEY_FUENTES","True","CN=KELLEY_FUENTES,OU=Test,OU=FIN,OU=Tier 1,DC=corp,DC=lab"
"JANNA_MORRIS","JANNA_MORRIS","True","CN=JANNA_MORRIS,OU=ServiceAccounts,OU=GOO,OU=Tier 2,DC=corp,DC=lab"
"4888912980SA","4888912980SA","True","CN=4888912980SA,OU=AZR,OU=Tier 1,DC=corp,DC=lab"
"THOMAS_CLAYTON","THOMAS_CLAYTON","True","CN=THOMAS_CLAYTON,OU=Groups,OU=AZR,OU=Stage,DC=corp,DC=lab"
"GALEN_MCMAHON","GALEN_MCMAHON","True","CN=GALEN_MCMAHON,OU=Groups,OU=GOO,OU=Stage,DC=corp,DC=lab"
"ABDUL_DUNLAP","ABDUL_DUNLAP","True","CN=ABDUL_DUNLAP,OU=Devices,OU=FIN,OU=Stage,DC=corp,DC=lab"
"JOHNATHAN_DELEON","JOHNATHAN_DELEON","True","CN=JOHNATHAN_DELEON,OU=Groups,OU=GOO,OU=Tier 2,DC=corp,DC=lab"
"RAY_FISCHER","RAY_FISCHER","True","CN=RAY_FISCHER,OU=Groups,OU=SEC,OU=Tier 1,DC=corp,DC=lab"
"NELDA_RIOS","NELDA_RIOS","True","CN=NELDA_RIOS,OU=Devices,OU=GOO,OU=Tier 2,DC=corp,DC=lab"
"STUART_MANN","STUART_MANN","True","CN=STUART_MANN,OU=Groups,OU=ITS,OU=Tier 1,DC=corp,DC=lab"
"DAN_STANTON","DAN_STANTON","True","CN=DAN_STANTON,OU=GOO,OU=Tier 2,DC=corp,DC=lab"
"LINDSEY_OSBORN","LINDSEY_OSBORN","True","CN=LINDSEY_OSBORN,OU=HRE,OU=Stage,DC=corp,DC=lab"
"MIGUEL_SAUNDERS","MIGUEL_SAUNDERS","True","CN=MIGUEL_SAUNDERS,OU=Devices,OU=BDE,OU=Tier 2,DC=corp,DC=lab"
"MABEL_HORN","MABEL_HORN","True","CN=MABEL_HORN,OU=AZR,OU=Tier 2,DC=corp,DC=lab"
"SAL_BUCHANAN","SAL_BUCHANAN","True","CN=SAL_BUCHANAN,OU=ServiceAccounts,OU=GOO,OU=Tier 1,DC=corp,DC=lab"
"WYATT_NEWTON","WYATT_NEWTON","True","CN=WYATT_NEWTON,OU=AWS,OU=Stage,DC=corp,DC=lab"
"9865029738SA","9865029738SA","True","CN=9865029738SA,OU=ServiceAccounts,DC=corp,DC=lab"
"ROSALINDA_FRYE","ROSALINDA_FRYE","True","CN=ROSALINDA_FRYE,OU=T1-Servers,OU=Tier 1,OU=Admin,DC=corp,DC=lab"
"1368759119SA","1368759119SA","True","CN=1368759119SA,OU=Test,OU=OGC,OU=Tier 2,DC=corp,DC=lab"
"JOSEPHINE_MCKENZIE","JOSEPHINE_MCKENZIE","True","CN=JOSEPHINE_MCKENZIE,OU=Groups,OU=BDE,OU=Stage,DC=corp,DC=lab"
"RONNY_SHERMAN","RONNY_SHERMAN","True","CN=RONNY_SHERMAN,OU=Devices,OU=AZR,OU=Stage,DC=corp,DC=lab"
"FERNANDO_BURRIS","FERNANDO_BURRIS","True","CN=FERNANDO_BURRIS,OU=ServiceAccounts,OU=OGC,OU=Tier 2,DC=corp,DC=lab"
"DEBORA_SALAZAR","DEBORA_SALAZAR","True","CN=DEBORA_SALAZAR,OU=Test,OU=FIN,OU=Tier 1,DC=corp,DC=lab"
"ALICIA_MORTON","ALICIA_MORTON","True","CN=ALICIA_MORTON,OU=Groups,OU=GOO,OU=Stage,DC=corp,DC=lab"
"BOYD_WHITAKER","BOYD_WHITAKER","True","CN=BOYD_WHITAKER,OU=AWS,OU=Stage,DC=corp,DC=lab"
"ABE_CLEMENTS","ABE_CLEMENTS","True","CN=ABE_CLEMENTS,OU=Test,OU=SEC,OU=Stage,DC=corp,DC=lab"
"TRUDY_ELLISON","TRUDY_ELLISON","True","CN=TRUDY_ELLISON,OU=AWS,OU=Tier 2,DC=corp,DC=lab"
"TRACEY_RAMSEY","TRACEY_RAMSEY","True","CN=TRACEY_RAMSEY,OU=Devices,OU=BDE,OU=Stage,DC=corp,DC=lab"
"JUDSON_MENDOZA","JUDSON_MENDOZA","True","CN=JUDSON_MENDOZA,OU=Devices,OU=HRE,OU=Tier 1,DC=corp,DC=lab"
"CARLY_EVERETT","CARLY_EVERETT","True","CN=CARLY_EVERETT,OU=Groups,OU=OGC,OU=Tier 2,DC=corp,DC=lab"
"GAY_PAYNE","GAY_PAYNE","True","CN=GAY_PAYNE,OU=Groups,OU=GOO,OU=Tier 2,DC=corp,DC=lab"
"DEMETRIUS_BARKER","DEMETRIUS_BARKER","True","CN=DEMETRIUS_BARKER,OU=Devices,OU=TST,OU=Tier 2,DC=corp,DC=lab"
"JAIME_CLAYTON","JAIME_CLAYTON","True","CN=JAIME_CLAYTON,OU=Test,OU=TST,OU=Tier 2,DC=corp,DC=lab"
"JULIET_SAUNDERS","JULIET_SAUNDERS","True","CN=JULIET_SAUNDERS,OU=Devices,OU=OGC,OU=Tier 1,DC=corp,DC=lab"
"SHERYL_HAWKINS","SHERYL_HAWKINS","True","CN=SHERYL_HAWKINS,OU=Devices,OU=AWS,OU=Tier 2,DC=corp,DC=lab"
"AISHA_FERRELL","AISHA_FERRELL","True","CN=AISHA_FERRELL,OU=ESM,OU=Tier 1,DC=corp,DC=lab"
"ALYSON_HINES","ALYSON_HINES","True","CN=ALYSON_HINES,OU=Devices,OU=BDE,OU=Tier 2,DC=corp,DC=lab"
"DOREEN_PERKINS","DOREEN_PERKINS","True","CN=DOREEN_PERKINS,OU=Devices,OU=FSR,OU=Tier 1,DC=corp,DC=lab"
"CHRYSTAL_GUTHRIE","CHRYSTAL_GUTHRIE","True","CN=CHRYSTAL_GUTHRIE,OU=Test,OU=AZR,OU=Stage,DC=corp,DC=lab"
"EMORY_DOMINGUEZ","EMORY_DOMINGUEZ","True","CN=EMORY_DOMINGUEZ,OU=FSR,OU=Tier 1,DC=corp,DC=lab"
"LETICIA_WALL","LETICIA_WALL","True","CN=LETICIA_WALL,OU=FIN,OU=Stage,DC=corp,DC=lab"
"EUGENIA_HILL","EUGENIA_HILL","True","CN=EUGENIA_HILL,OU=T1-Roles,OU=Tier 1,OU=Admin,DC=corp,DC=lab"
"SAM_FREDERICK","SAM_FREDERICK","True","CN=SAM_FREDERICK,OU=Devices,OU=SEC,OU=Tier 2,DC=corp,DC=lab"
"MONICA_MENDEZ","MONICA_MENDEZ","True","CN=MONICA_MENDEZ,OU=FIN,OU=People,DC=corp,DC=lab"
"CHARLES_FLOWERS","CHARLES_FLOWERS","True","CN=CHARLES_FLOWERS,OU=Devices,OU=HRE,OU=Tier 2,DC=corp,DC=lab"
"JONI_VILLARREAL","JONI_VILLARREAL","True","CN=JONI_VILLARREAL,OU=ServiceAccounts,OU=FIN,OU=Stage,DC=corp,DC=lab"
"MAVIS_BREWER","MAVIS_BREWER","True","CN=MAVIS_BREWER,OU=T2-Servers,OU=Tier 2,OU=Admin,DC=corp,DC=lab"
"DEBRA_CALHOUN","DEBRA_CALHOUN","True","CN=DEBRA_CALHOUN,OU=FSR,OU=Stage,DC=corp,DC=lab"
"URSULA_LARSON","URSULA_LARSON","True","CN=URSULA_LARSON,OU=Test,OU=ITS,OU=Tier 2,DC=corp,DC=lab"
"SHERYL_ORTIZ","SHERYL_ORTIZ","True","CN=SHERYL_ORTIZ,OU=AWS,OU=Tier 2,DC=corp,DC=lab"
"HILARY_WELCH","HILARY_WELCH","True","CN=HILARY_WELCH,OU=Devices,OU=FIN,OU=Stage,DC=corp,DC=lab"
"LUANN_DAVENPORT","LUANN_DAVENPORT","True","CN=LUANN_DAVENPORT,OU=ServiceAccounts,OU=TST,OU=Stage,DC=corp,DC=lab"
"VERONICA_NEWTON","VERONICA_NEWTON","True","CN=VERONICA_NEWTON,OU=Test,OU=HRE,OU=Tier 2,DC=corp,DC=lab"
"AGUSTIN_PETTY","AGUSTIN_PETTY","True","CN=AGUSTIN_PETTY,OU=Devices,OU=ESM,OU=Tier 2,DC=corp,DC=lab"
"ALLAN_COOKE","ALLAN_COOKE","True","CN=ALLAN_COOKE,OU=FSR,OU=Tier 1,DC=corp,DC=lab"
"BOOKER_JOHNSTON","BOOKER_JOHNSTON","True","CN=BOOKER_JOHNSTON,OU=Test,OU=SEC,OU=Tier 1,DC=corp,DC=lab"
"BEVERLEY_LARSEN","BEVERLEY_LARSEN","True","CN=BEVERLEY_LARSEN,OU=People,DC=corp,DC=lab"
"CORNELL_STANTON","CORNELL_STANTON","True","CN=CORNELL_STANTON,OU=ITS,OU=People,DC=corp,DC=lab"
"MARIANO_LINDSAY","MARIANO_LINDSAY","True","CN=MARIANO_LINDSAY,OU=Test,OU=ITS,OU=Tier 2,DC=corp,DC=lab"
"JULIE_RAMOS","JULIE_RAMOS","True","CN=JULIE_RAMOS,OU=Devices,OU=OGC,OU=Tier 2,DC=corp,DC=lab"
"MAYRA_WINTERS","MAYRA_WINTERS","True","CN=MAYRA_WINTERS,OU=ServiceAccounts,OU=ITS,OU=Tier 1,DC=corp,DC=lab"
"LULA_MCGOWAN","LULA_MCGOWAN","True","CN=LULA_MCGOWAN,OU=Groups,OU=GOO,OU=Tier 2,DC=corp,DC=lab"
"TRUDY_KIM","TRUDY_KIM","True","CN=TRUDY_KIM,OU=Groups,OU=AZR,OU=Stage,DC=corp,DC=lab"
"CHRISTINE_BURGESS","CHRISTINE_BURGESS","True","CN=CHRISTINE_BURGESS,OU=Groups,OU=AWS,OU=Stage,DC=corp,DC=lab"
"ELAINE_BUCHANAN","ELAINE_BUCHANAN","True","CN=ELAINE_BUCHANAN,OU=Test,OU=AWS,OU=Tier 1,DC=corp,DC=lab"
"JACKSON_MAYS","JACKSON_MAYS","True","CN=JACKSON_MAYS,OU=Groups,OU=BDE,OU=Tier 1,DC=corp,DC=lab"
"TABITHA_CALDERON","TABITHA_CALDERON","True","CN=TABITHA_CALDERON,OU=Devices,OU=AWS,OU=Stage,DC=corp,DC=lab"
"BLANCHE_DELANEY","BLANCHE_DELANEY","True","CN=BLANCHE_DELANEY,OU=ITS,OU=Stage,DC=corp,DC=lab"
"HENRIETTA_GLOVER","HENRIETTA_GLOVER","True","CN=HENRIETTA_GLOVER,OU=Groups,OU=HRE,OU=Stage,DC=corp,DC=lab"
"ZELMA_SAUNDERS","ZELMA_SAUNDERS","True","CN=ZELMA_SAUNDERS,OU=ServiceAccounts,OU=AWS,OU=Tier 2,DC=corp,DC=lab"
"CHI_ALVAREZ","CHI_ALVAREZ","True","CN=CHI_ALVAREZ,OU=SEC,OU=Stage,DC=corp,DC=lab"
"HATTIE_OLSON","HATTIE_OLSON","True","CN=HATTIE_OLSON,OU=Test,OU=FIN,OU=Stage,DC=corp,DC=lab"
"VANCE_WOLFE","VANCE_WOLFE","True","CN=VANCE_WOLFE,OU=Groups,OU=FSR,OU=Stage,DC=corp,DC=lab"
"OFELIA_VINCENT","OFELIA_VINCENT","True","CN=OFELIA_VINCENT,OU=Devices,OU=FSR,OU=Tier 2,DC=corp,DC=lab"
"BRENT_DORSEY","BRENT_DORSEY","True","CN=BRENT_DORSEY,OU=FSR,OU=People,DC=corp,DC=lab"
"CAROL_MORGAN","CAROL_MORGAN","True","CN=CAROL_MORGAN,OU=Groups,OU=SEC,OU=Tier 1,DC=corp,DC=lab"
"HUBERT_BEST","HUBERT_BEST","True","CN=HUBERT_BEST,OU=ESM,OU=People,DC=corp,DC=lab"
"DANIELLE_RICHMOND","DANIELLE_RICHMOND","True","CN=DANIELLE_RICHMOND,OU=Devices,OU=GOO,OU=Tier 1,DC=corp,DC=lab"
"EZRA_LITTLE","EZRA_LITTLE","True","CN=EZRA_LITTLE,OU=TST,OU=Stage,DC=corp,DC=lab"
"NEWTON_BUCHANAN","NEWTON_BUCHANAN","True","CN=NEWTON_BUCHANAN,OU=Groups,OU=ESM,OU=Stage,DC=corp,DC=lab"
"MONICA_CANTU","MONICA_CANTU","True","CN=MONICA_CANTU,OU=Deprovisioned,OU=People,DC=corp,DC=lab"
"DAPHNE_LINDSEY","DAPHNE_LINDSEY","True","CN=DAPHNE_LINDSEY,OU=Devices,OU=HRE,OU=Stage,DC=corp,DC=lab"
"RANDOLPH_BURCH","RANDOLPH_BURCH","True","CN=RANDOLPH_BURCH,OU=FSR,OU=Stage,DC=corp,DC=lab"
"TIM_RUSH","TIM_RUSH","True","CN=TIM_RUSH,OU=GOO,OU=People,DC=corp,DC=lab"
"9348670309SA","9348670309SA","True","CN=9348670309SA,OU=Test,OU=HRE,OU=Stage,DC=corp,DC=lab"
"DANE_COLLIER","DANE_COLLIER","True","CN=DANE_COLLIER,OU=AWS,OU=Tier 1,DC=corp,DC=lab"
"ARON_GRAY","ARON_GRAY","True","CN=ARON_GRAY,OU=Devices,OU=SEC,OU=Tier 2,DC=corp,DC=lab"
"JESUS_MCDONALD","JESUS_MCDONALD","True","CN=JESUS_MCDONALD,OU=Grouper-Groups,DC=corp,DC=lab"
"EVANGELINA_HOGAN","EVANGELINA_HOGAN","True","CN=EVANGELINA_HOGAN,OU=Groups,OU=BDE,OU=Tier 1,DC=corp,DC=lab"
